Economy,Economy Code,Gallup World Poll identifier,Weight,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Has an account,Has an account at a financial institution,Has a mobile money account,Has a debit card,If has debit card: card in own name,If has debit card: used card in past 12 months,Has a credit card,If has credit card: used card in past 12 months,If does not have account: b/c too far away,If does not have account: b/c too expensive,If does not have account: b/c lack documentation,If does not have account: b/c lack trust,If does not have account: b/c religious reasons,If does not have account: b/c lack of money,If does not have account: b/c family member already has one,If does not have account: b/c cannot get one,If does not have account: b/c no need for financial services,If has account: any deposit into account in past 12 months,If has any deposit into account: number of monthly deposits,If has account: any withdrawal from account in past 12 months,If has any withdrawal from account: number of monthly withdrawals,If has account: most frequent mode of cash withdrawal,If has account: made a transaction using a mobile phone,Made payments online using the Internet,Saved in past 12 months: for farm/business purposes,Saved in past 12 months: for old age,Saved in past 12 months: for education or school fees,Saved in past 12 months: using an account at a financial institution,Saved in past 12 months: using an informal savings club,"Has loan from a financial institution for house, apartment, or land",Borrowed in past 12 months: from a financial institution,Borrowed in past 12 months: from a store (store credit),Borrowed in past 12 months: from family or friends,Borrowed in past 12 months: from another private lender,Borrowed in past 12 months: for education or school fees,Borrowed in past 12 months: for medical purposes,Borrowed in past 12 months: for farm/business purposes,Possibility of coming up with emergency funds,If able to come up with emergency funds: main source,Sent domestic remittances in past 12 months,If sent domestic remittances: in cash,If sent domestic remittances: through a financial institution,If sent domestic remittances: through a mobile phone,If sent domestic remittances: through an MTO,Received domestic remittances in past 12 months,If received domestic remittances: in cash,If received domestic remittances: through a financial institution,If received domestic remittances: through a mobile phone,If received domestic remittances: through an MTO,Paid utility bills in past 12 months,If paid utility bills: in cash,If paid utility bills: using an account,If paid utility bills: through a mobile phone,Paid school fees in past 12 months,If paid school fees: in cash,If paid school fees: using an account,If paid school fees: through a mobile phone,Received wage payments in past 12 months,If received wage payments: work in public sector,If received wage payments: in cash,If received wage payments: into an account or to a card,If received wage payments: through a mobile phone,If received cashless wage payments: account use,If received cashless wage payments: account type,Received government transfers in past 12 months,If received government transfers: in cash,If received government transfers: into an account or to a card,If received government transfers: through a mobile phone,If received cashless government transfers: account use,If received cashless government transfers: account type,Received agricultural payments in past 12 months,If received agricultural payments: in cash,If received agricultural payments: into an account,If received agricultural payments: through a mobile phone,Saved in the past year,Borrowed in the past year
Uganda,UGA,143936070,2.408152548,2 female,22,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,yes,yes,no,yes,yes,no,no,no,,,,,,,no,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,1 very possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,yes,yes,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,173200503,2.312264938,1 male,16,completed primary or less,3 middle 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,no,,1 you get it at an atm,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",yes,no,no,no,no,yes,no,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,156117861,0.282481533,1 male,27,completed tertiary or more,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,3 money is not taken out in a typical month,1 you get it at an atm,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,2 somewhat possible,3 money from working or a loan from an employer,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,yes,yes,no,yes,yes,yes
Uganda,UGA,111417795,0.657840517,2 female,50,secondary,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,no,,,,,,,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,2 somewhat possible,1 savings,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,136126646,1.156132469,1 male,23,secondary,3 middle 20%,no,no,no,no,,,no,,no,yes,yes,no,no,yes,no,no,no,,,,,,,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,3 not very possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,135803848,2.408152548,2 female,16,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,yes,yes,no,no,yes,yes,yes,no,,,,,,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
Uganda,UGA,193811504,0.578066235,1 male,23,secondary,5 richest 20%,yes,no,yes,no,,,no,,no,yes,no,yes,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,"2 family, relatives, or friends",yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,no
Uganda,UGA,191993511,0.879695071,2 female,27,secondary,3 middle 20%,no,no,no,no,,,no,,no,no,yes,yes,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
Uganda,UGA,191930156,0.879695071,2 female,29,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,no,no,yes,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
Uganda,UGA,168683365,1.319542606,2 female,30,secondary,1 poorest 20%,no,no,no,no,,,no,,no,yes,no,yes,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,7 (dk),no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
Uganda,UGA,168553218,0.402678371,2 female,23,secondary,1 poorest 20%,yes,no,yes,no,,,no,,no,yes,no,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
Uganda,UGA,161103774,0.805356742,2 female,20,secondary,5 richest 20%,yes,no,yes,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,2 somewhat possible,"2 family, relatives, or friends",yes,no,no,yes,no,no,,,,,no,,,,no,,,,yes,no,yes,no,yes,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,no,,,,no,yes
Uganda,UGA,207510654,1.156132469,1 male,18,secondary,2 second 20%,yes,no,yes,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,yes,yes,no,yes,no,no,,,,,yes,yes,no,no,yes,yes,no,yes,no,,,,,,,yes,no,no,no,,,no,,,,yes,yes
Uganda,UGA,113350839,0.4237223,1 male,25,secondary,3 middle 20%,no,no,no,no,,,no,,no,yes,no,yes,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
Uganda,UGA,196152092,2.312264938,1 male,20,secondary,4 fourth 20%,yes,no,yes,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,1 very possible,"2 family, relatives, or friends",yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,no,,,,yes,yes,no,no,no,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,182558432,1.734198704,1 male,18,secondary,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,1 very possible,"2 family, relatives, or friends",yes,no,no,yes,no,yes,yes,no,yes,no,no,,,,no,,,,yes,yes,yes,no,no,,,yes,no,no,no,,,yes,yes,no,no,yes,yes
Uganda,UGA,121656493,0.773289117,1 male,23,secondary,3 middle 20%,yes,yes,yes,no,,,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,3 money is not taken out in a typical month,2 you get it over the counter in a branch of your financial institution,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,1 very possible,1 savings,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,,,no,,,,,,yes,yes,no,no,no,yes
Uganda,UGA,115678036,0.441293694,2 female,34,secondary,4 fourth 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,4 (dk),2 you get it over the counter in a branch of your financial institution,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,2 somewhat possible,1 savings,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,202291985,1.806114411,2 female,17,secondary,5 richest 20%,yes,yes,yes,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,"2 family, relatives, or friends",no,,,,,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,no,no,,,,,,,no,,,,,,no,,,,no,no
Uganda,UGA,199556200,0.844667449,1 male,27,secondary,5 richest 20%,yes,no,yes,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,1 very possible,1 savings,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,141236466,0.602038137,2 female,17,secondary,5 richest 20%,yes,yes,no,no,,,no,,no,no,no,no,no,yes,no,yes,no,,,,,,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,no,yes,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
Uganda,UGA,142347398,1.315681034,2 female,52,secondary,5 richest 20%,no,no,no,no,,,no,,no,no,yes,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,1 very possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,no,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
Uganda,UGA,127186243,1.759390142,2 female,33,secondary,4 fourth 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,no,2 somewhat possible,3 money from working or a loan from an employer,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,2 over time as needed,"3 this was your first account, and it was opened so you could receive payments from an employer.",no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,174740238,1.204076274,2 female,24,completed primary or less,5 richest 20%,yes,no,yes,no,,,no,,no,yes,no,no,no,yes,no,yes,no,,,,,,,no,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,yes,2 somewhat possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,206510994,0.282481533,1 male,32,secondary,5 richest 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,1 very possible,1 savings,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,,,,yes,no,yes,yes,no,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,no,,,,yes,yes
Uganda,UGA,184473704,0.402678371,2 female,23,secondary,5 richest 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,2 somewhat possible,1 savings,yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,no,,,,yes,no,no,yes,no,1 all of the money right away,"3 this was your first account, and it was opened so you could receive payments from an employer.",no,,,,,,no,,,,yes,yes
Uganda,UGA,182843240,0.564963067,1 male,28,secondary,4 fourth 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,2 three or more times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,2 somewhat possible,1 savings,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,no,,,,yes,yes
Uganda,UGA,196875650,1.734198704,1 male,16,completed primary or less,3 middle 20%,yes,no,yes,no,,,no,,no,yes,yes,no,no,yes,yes,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,181899040,1.891008948,2 female,44,completed primary or less,5 richest 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,2 three or more times per month,yes,1 one or two times per month,1 you get it at an atm,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,1 very possible,4 a credit card or borrowing from a formal financial institution,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,,,,,,,no,,,,,,yes,yes,no,yes,yes,yes
Uganda,UGA,195585928,2.408152548,2 female,16,secondary,4 fourth 20%,no,no,no,no,,,no,,no,yes,yes,no,no,yes,no,no,yes,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,207925020,1.204076274,2 female,24,secondary,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
Uganda,UGA,202288378,0.282481533,2 female,23,secondary,5 richest 20%,yes,no,yes,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,3 not very possible,1 savings,yes,no,no,yes,no,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
Uganda,UGA,206735728,0.879695071,2 female,26,secondary,4 fourth 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,no,,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,1 very possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,125809324,0.747544637,2 female,55,completed primary or less,4 fourth 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,no,,yes,2 three or more times per month,1 you get it at an atm,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,2 somewhat possible,"2 family, relatives, or friends",yes,no,no,yes,no,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,209765547,1.204076274,2 female,16,secondary,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,yes,no,no,no,yes,no,no,yes,no,2 somewhat possible,3 money from working or a loan from an employer,yes,no,no,yes,no,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,172575079,1.156132469,1 male,23,secondary,5 richest 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,yes,no,no,yes,no,no,,,,yes,yes,no,no,yes,no,no,yes,no,1 all of the money right away,1 you had this account before you began receiving payments from an employer.,no,,,,,,no,,,,yes,yes
Uganda,UGA,177471436,0.282481533,2 female,30,secondary,5 richest 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,2 three or more times per month,yes,2 three or more times per month,1 you get it at an atm,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,yes,no,no,yes,yes,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,132008874,0.358889485,1 male,59,secondary,5 richest 20%,yes,no,yes,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,yes,no,no,yes,no,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
Uganda,UGA,202751913,1.263293361,1 male,49,completed primary or less,4 fourth 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,3 not very possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,139013703,0.657840517,2 female,45,completed primary or less,4 fourth 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,3 money is not taken out in a typical month,1 you get it at an atm,yes,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,4 not at all possible,,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,130682962,0.604017556,2 female,20,secondary,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,4 not at all possible,,no,,,,,yes,no,no,yes,no,no,,,,yes,no,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,no,yes
Uganda,UGA,204184853,0.441293694,2 female,32,secondary,5 richest 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,no,,yes,1 one or two times per month,1 you get it at an atm,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,1 very possible,3 money from working or a loan from an employer,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,,,no,,,,,,no,,,,yes,no
Uganda,UGA,202317826,0.844667449,1 male,32,secondary,5 richest 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,no,,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,,,,,,,no,,,,,,yes,yes,no,yes,yes,yes
Uganda,UGA,202378667,1.734198704,1 male,15,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,yes,yes,no,no,yes,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,yes,no,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,yes,yes
