Economy,Economy Code,Gallup World Poll identifier,Weight,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Has an account,Has an account at a financial institution,Has a mobile money account,Has a debit card,If has debit card: card in own name,If has debit card: used card in past 12 months,Has a credit card,If has credit card: used card in past 12 months,If does not have account: b/c too far away,If does not have account: b/c too expensive,If does not have account: b/c lack documentation,If does not have account: b/c lack trust,If does not have account: b/c religious reasons,If does not have account: b/c lack of money,If does not have account: b/c family member already has one,If does not have account: b/c cannot get one,If does not have account: b/c no need for financial services,If has account: any deposit into account in past 12 months,If has any deposit into account: number of monthly deposits,If has account: any withdrawal from account in past 12 months,If has any withdrawal from account: number of monthly withdrawals,If has account: most frequent mode of cash withdrawal,If has account: made a transaction using a mobile phone,Made payments online using the Internet,Saved in past 12 months: for farm/business purposes,Saved in past 12 months: for old age,Saved in past 12 months: for education or school fees,Saved in past 12 months: using an account at a financial institution,Saved in past 12 months: using an informal savings club,"Has loan from a financial institution for house, apartment, or land",Borrowed in past 12 months: from a financial institution,Borrowed in past 12 months: from a store (store credit),Borrowed in past 12 months: from family or friends,Borrowed in past 12 months: from another private lender,Borrowed in past 12 months: for education or school fees,Borrowed in past 12 months: for medical purposes,Borrowed in past 12 months: for farm/business purposes,Possibility of coming up with emergency funds,If able to come up with emergency funds: main source,Sent domestic remittances in past 12 months,If sent domestic remittances: in cash,If sent domestic remittances: through a financial institution,If sent domestic remittances: through a mobile phone,If sent domestic remittances: through an MTO,Received domestic remittances in past 12 months,If received domestic remittances: in cash,If received domestic remittances: through a financial institution,If received domestic remittances: through a mobile phone,If received domestic remittances: through an MTO,Paid utility bills in past 12 months,If paid utility bills: in cash,If paid utility bills: using an account,If paid utility bills: through a mobile phone,Paid school fees in past 12 months,If paid school fees: in cash,If paid school fees: using an account,If paid school fees: through a mobile phone,Received wage payments in past 12 months,If received wage payments: work in public sector,If received wage payments: in cash,If received wage payments: into an account or to a card,If received wage payments: through a mobile phone,If received cashless wage payments: account use,If received cashless wage payments: account type,Received government transfers in past 12 months,If received government transfers: in cash,If received government transfers: into an account or to a card,If received government transfers: through a mobile phone,If received cashless government transfers: account use,If received cashless government transfers: account type,Received agricultural payments in past 12 months,If received agricultural payments: in cash,If received agricultural payments: into an account,If received agricultural payments: through a mobile phone,Saved in the past year,Borrowed in the past year
Tanzania,TZA,117827212,0.535847106,1 male,74,completed primary or less,2 second 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,1 one or two times per month,1 you get it at an atm,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",yes,no,no,yes,no,no,,,,,yes,yes,no,yes,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
Tanzania,TZA,156448160,1.124806893,1 male,67,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,yes,no,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
Tanzania,TZA,194429937,0.921565303,2 female,46,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,5 (do not need to get cash),no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,yes,no,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
Tanzania,TZA,161905671,0.493775171,1 male,45,completed primary or less,2 second 20%,yes,no,yes,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,yes,no,no,yes,no,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,yes,yes,no
Tanzania,TZA,130038018,0.6750785,2 female,85,completed primary or less,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,no,,1 you get it at an atm,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,1 very possible,1 savings,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,no,3 (dk),1 you had this account before you began receiving payments from an employer.,no,,,,,,yes,yes,yes,no,yes,yes
Tanzania,TZA,125736351,0.851136864,2 female,18,secondary,1 poorest 20%,no,no,no,(dk),,,no,,no,no,no,no,no,no,no,(dk),no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5 (dk),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
Tanzania,TZA,121745930,0.840604329,2 female,19,completed primary or less,3 middle 20%,no,no,no,no,,,no,,(dk),(dk),no,no,no,yes,no,no,no,,,,,,,(dk),no,no,no,no,no,no,no,no,yes,(dk),no,yes,no,2 somewhat possible,6 some other source,no,,,,,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Tanzania,TZA,144381775,0.562403446,1 male,70,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,yes,yes,no,no,yes,no,yes,no,,,,,,,(dk),no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
Tanzania,TZA,131994720,0.661022459,1 male,32,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,yes,yes,no,yes,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5 (dk),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,(dk),,,,,,(dk),,,,no,no
Tanzania,TZA,155742991,1.266349635,1 male,40,completed primary or less,2 second 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,no,,no,,6 (dk),no,no,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,1 very possible,6 some other source,no,,,,,yes,no,no,no,no,no,,,,no,,,,no,,,,,,,(dk),,,,,,no,,,,yes,yes
Tanzania,TZA,158676345,0.598271458,2 female,35,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,6 (dk),no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,6 some other source,no,,,,,yes,no,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
Tanzania,TZA,134794583,0.949762226,1 male,36,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,no,yes,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
Tanzania,TZA,117667809,0.487664867,1 male,45,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Tanzania,TZA,175857730,0.843213171,2 female,27,secondary,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
Tanzania,TZA,188236659,0.397755664,1 male,43,completed primary or less,5 richest 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,no,,1 you get it at an atm,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,1 very possible,6 some other source,yes,yes,yes,no,no,yes,yes,yes,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,yes,no,yes,yes
Tanzania,TZA,174475452,0.397755664,1 male,66,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,yes,yes,yes,no,yes,no,yes,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Tanzania,TZA,158886788,0.991533688,1 male,31,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,no,no,no,no,yes
Tanzania,TZA,116596914,0.397755664,1 male,47,secondary,4 fourth 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,yes,no,yes,(dk),no,yes,no,yes,no,no,no,no,no,no,yes,1 very possible,6 some other source,yes,no,no,yes,no,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,yes,yes,yes,yes
Tanzania,TZA,137802298,0.466556129,2 female,47,secondary,2 second 20%,no,no,no,no,,,no,,no,yes,no,no,no,no,no,yes,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
Tanzania,TZA,164839070,1.062802628,2 female,83,completed primary or less,3 middle 20%,yes,no,yes,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,5 (dk),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Tanzania,TZA,127471560,0.889645469,1 male,21,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,yes,yes,no,no,yes,no,yes,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
Tanzania,TZA,148920652,1.450856496,2 female,48,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
Tanzania,TZA,128255097,0.397755664,1 male,77,secondary,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,no,no,no,yes,yes
Tanzania,TZA,135233775,0.889645469,1 male,17,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,yes,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
Tanzania,TZA,177554476,2.825646848,2 female,37,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,no,no,no,no,no,no,no,no,,,,,,,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,no,2 somewhat possible,3 money from working or a loan from an employer,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
Tanzania,TZA,132531713,0.397755664,1 male,55,secondary,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,(dk),,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Tanzania,TZA,173016672,1.266349635,1 male,42,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,yes,no,no,no,no,no,no,no,,,,,,,no,yes,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,2 somewhat possible,6 some other source,no,,,,,yes,yes,no,no,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Tanzania,TZA,143813116,0.731497301,1 male,46,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,yes,no,no,yes,no,yes,no,,,,,,,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,1 very possible,6 some other source,yes,no,no,yes,no,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
Tanzania,TZA,209711223,0.600528318,1 male,24,secondary,5 richest 20%,no,no,no,no,,,no,,no,no,no,yes,no,yes,no,yes,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,2 somewhat possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
Tanzania,TZA,112612401,1.966614355,2 female,29,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,no
Tanzania,TZA,184122024,1.681208657,2 female,17,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Tanzania,TZA,182640233,3.977556639,1 male,19,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,yes,no,yes,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
Tanzania,TZA,155768830,0.949762226,1 male,42,completed primary or less,4 fourth 20%,yes,no,yes,no,,,no,,yes,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
Tanzania,TZA,114911036,0.397755664,1 male,33,secondary,5 richest 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,2 three or more times per month,yes,2 three or more times per month,1 you get it at an atm,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,,,,no,,,,yes,yes,no,yes,no,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,no,,,,yes,no
Tanzania,TZA,129806495,0.633174817,1 male,35,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,6 some other source,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
Tanzania,TZA,142445459,3.97018935,2 female,21,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,yes,yes,yes,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
Tanzania,TZA,143130668,3.977556639,1 male,17,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,yes,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
Tanzania,TZA,159749518,0.397755664,1 male,48,completed primary or less,5 richest 20%,yes,no,yes,no,,,no,,yes,no,no,no,no,yes,no,no,no,,,,,,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
Tanzania,TZA,177780403,1.966614355,2 female,30,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,6 some other source,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
Tanzania,TZA,122918743,0.487664867,1 male,50,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,no,no,no,no,no,no,no,no,,,,,,,no,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,5 (dk),,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Tanzania,TZA,133082257,0.897407187,2 female,37,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,yes,yes,yes,yes,no,yes,no,yes,no,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,5 (dk),,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Tanzania,TZA,178352886,1.814257343,1 male,64,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
Tanzania,TZA,188446913,2.224113673,1 male,15,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,5 (dk),,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
Tanzania,TZA,161191013,0.535847106,1 male,56,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,4 not at all possible,,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
Tanzania,TZA,121919345,1.535499955,1 male,45,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Tanzania,TZA,172903118,1.260906493,2 female,18,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,no,no,no,no,no,no,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
